,latitude,longitude
0,51.447146503021706,-0.3392526176613577
1,51.54999275078601,-0.1845463763927893
2,51.46921250583874,-0.007671435169382689
3,51.51549064893761,-0.2063021738092071
4,51.495013792722,-0.13893515710187385
5,51.44724740728779,0.00021225028871104607
6,51.50574558362337,-0.2446055701720736
7,51.4858413419193,-0.10905903717156597
8,51.49954862356617,-0.04564678782729888
9,51.51341027867178,-0.17926688584559494
10,51.51279687294856,-0.13536728504570214
11,51.57679436980921,-0.08584046490502285
12,51.490284741896716,-0.2443148424962842
13,51.482541538199165,-0.14935274037558618
14,51.48512380074333,-0.16025199124637898
15,51.54253679103083,-0.15416779308527884
16,51.506607269969905,-0.021154614415663586
17,51.49499593134625,-0.038292507382848534
18,51.5138132553405,-0.14527697225410025
19,51.482807034550035,-0.1844209866389641
20,51.52612471786234,-0.08058787689401856
21,51.5231829077949,-0.21043769607710125
22,51.53835804691746,-0.08289867370754185
23,51.476250786026704,-0.24920143355518226
24,51.48028224793994,-0.2089685948581196
25,51.50513796148282,-0.14755122361072862
26,51.53084880038454,-0.0733153601984807
27,51.48321907369114,-0.17063337614248011
28,51.5246122463733,-0.20059362786386936
29,51.51651797803178,-0.1297656086483475
30,51.492051307581065,-0.16195450551964227
31,51.49226690433992,-0.15484247474975252
32,51.59523100481361,-0.18992948498317846
33,51.43485056538808,-0.2157396472159245
34,51.53592760534414,-0.0911423126896342
35,51.4952711200173,-0.17986046442158682
36,51.50639462757029,-0.14667012187818534
37,51.44091785413133,-0.2152276976900868
38,51.512164002684315,-0.20171403806025207
39,51.47146248160279,-0.19375683721400325
40,51.49702001805071,-0.20606353145490844
41,51.49546243077257,-0.15925423019215754
42,51.49510886158543,-0.1385847454101591
43,51.55472513578807,-0.1888679041546499
44,51.47078514472774,-0.17025815181147874
45,51.484204229043634,-0.17743283224079892
46,51.44205072058201,-0.16820116780096114
47,51.49928141951111,-0.2076793429112445
48,51.55472694511642,-0.1815663255108182
49,51.506073139463844,-0.13559557537528852
50,51.55649003507097,-0.14057257928484054
51,51.48608669805539,-0.27541152758848364
52,51.53749936365006,-0.1915176056290877
53,51.49706833842792,-0.16120463910026273
54,51.52864274616106,0.03018246543473772
55,51.501777392253075,-0.2204521200707257
56,51.49241107497324,-0.16008401788682167
57,51.50915088638346,0.02595179910223409
58,51.50703687790267,-0.12889439086912313
59,51.53622171985548,-0.0871697376502034
60,51.395133308100995,-0.1898843703985849
61,51.52039810252715,-0.14922482534087164
62,51.50849410192654,-0.20678229021974714
63,51.49777320832986,-0.16188118654348105
64,51.48991920095838,-0.22916539844809536
65,51.567847936291656,-0.20412529936697907
66,51.550302481680795,-0.18304082478318448
67,51.54194648920363,-0.1038765145019188
68,51.541393748497505,-0.06170171498378725
69,51.553531250128366,-0.15174639379166271
70,51.530163024774005,-0.08853356756919695
71,51.4980044955737,-0.018890795151252672
72,51.44559167724614,-0.2168777867788625
73,51.51946882338812,-0.061875621006259984
74,51.447266104237755,-0.002733156988911869
75,51.51992705939601,-0.13043725579084234
76,51.47591004030487,-0.060231896328602874
77,51.56566195184236,-0.057925544565952634
78,51.53980903389285,-0.07535577248663723
79,51.49728029951274,-0.16203351454859205
80,51.51296845039182,-0.1263488521427232
81,51.52638528713917,-0.07702727722271542
82,51.53233364289735,-0.12857156721020468
83,51.446601701655005,-0.2076016665819328
84,51.52693859590746,-0.19813516726149394
85,51.46310282159628,-0.2948321013287246
86,51.46900693632792,-0.07147457596426716
87,51.542306854718866,-0.20882617523120486
88,51.511065786746386,-0.1922342817910152
89,51.49135198847061,-0.18562824975430745
90,51.50030794463483,-0.06771102158178251
91,51.5405385065539,-0.1557846089948521
92,51.48118528760409,-0.2081928597164754
93,51.45129115126086,-0.21054075146645249
94,51.46554915061986,-0.10840111640344333
95,51.43424951871443,-0.05265540527311265
96,51.50962893803053,-0.19914126536692225
97,51.53951525580986,0.07906241997751147
98,51.53472967364851,-0.3448720852663629
99,51.54162378211018,-0.08638736332072522
100,51.53932110597985,-0.09772974983795348
101,51.497918247184046,-0.20803830422040925
102,51.552579040377594,-0.04443220449596327
103,51.60166677429937,-0.044912227335441035
104,51.53938829592536,-0.20290306606043226
105,51.41189345861873,-0.3060834986939726
106,51.49299924350418,-0.2437664989031993
107,51.544729082392216,0.0020609236313309165
108,51.591938591452674,-0.06229394271132766
109,51.51642704359542,-0.18650829229746074
110,51.37105352083949,-0.1281810867570974
111,51.541418253269576,-0.2043459010180481
112,51.57126990000002,-0.108250181201913
113,51.55188436737846,-0.14533750728379308
114,51.50092457125268,-0.016255587834924742
115,51.55205068955653,-0.13756416340894398
116,51.47948403669602,-0.08682287451041856
117,51.52067853687558,-0.07023984010648161
118,51.5135054497475,-0.13671770773388806
119,51.49939438550921,-0.1996464625422007
120,51.43711344621498,-0.15800532828002856
121,51.449733816218156,-0.12964131462767267
122,51.41817162458955,-0.1852961716841949
123,51.529832661546536,-0.18789675714043927
124,51.67083122624025,-0.015433026635596541
125,51.450222573041145,-0.11171467195774692
126,51.56865538356619,-0.10964453092098728
127,51.49325866644881,-0.11952794918185193
128,51.53477050839886,-0.06994405540342212
129,51.44661347985826,-0.18818869713481454
130,51.44054873007892,-0.2167068921251064
131,51.52566181665247,-0.09253106230598784
132,51.539719253316356,-0.2042161965966016
133,51.464515320953595,-0.21941712291684567
134,51.455165215557386,0.13425514045755754
135,51.5921959871003,-0.06663686826376844
136,51.53297389231204,-0.21764558106467846
137,51.53423103962123,-0.07594397545032623
138,51.48108672416934,-0.4475791737502083
139,51.52165421224293,-0.1955901571496088
140,51.500137085784424,-0.21660802585573588
141,51.4756797608981,-0.17450860511253707
142,51.482036150757004,-0.44622644034633385
143,51.538347165518466,0.1030587957155592
144,51.52080435182645,-0.03871624855735211
145,51.557212838642606,-0.14304360638549626
146,51.43960827548563,-0.20357743994935995
147,51.49291014700701,-0.260450561633136
148,51.49939939664503,-0.04985390537637467
149,51.48619665621898,0.031027562459502164
150,51.60976415532514,-0.12769842799068587
151,51.53843897287743,-0.1978043239718393
152,51.59226974991538,-0.0171391583992034
153,51.54078710726971,-0.1391362596699168
154,51.47389966119116,-0.183930604063453
155,51.55244295243325,-0.11060506460841237
156,51.52440488848397,-0.07772521140181657
157,51.49083596787179,-0.20971230671802413
158,51.436605641494026,-0.05100126895855566
159,51.49103675166543,-0.0035973429052370337
160,51.46167421829278,-0.08777580589986722
161,51.47278759331215,-0.135953990516542
162,51.53934051179859,-0.07339144411734606
163,51.41524792669843,-0.08462618859980124
164,51.56739940612778,0.13085853558574226
165,51.524535023954684,-0.04451875095025206
166,51.4654642863284,-0.034544937853296716
167,51.51772173204643,-0.20330034497637875
168,51.43558859850911,-0.1993353409189597
169,51.494387466199434,-0.1886673423982064
170,51.63362010739206,-0.10411873908691703
171,51.536062475343954,-0.030653934521241082
172,51.49346033162517,-0.18848601256943487
173,51.550961350148704,-0.09039182345114916
174,51.57131833573832,0.0005539655484789822
175,51.49442356298946,-0.18831578648687647
176,51.545987657497065,-0.14604914155848192
177,51.4942878727812,-0.18837544475890391
178,51.51272732820068,-0.1976549110697852
179,51.54703943894144,-0.07807420251884274
